F	80019834	CD_cachefile	unknown	undefined CD_cachefile(void)
F	800199b4	ISO9660_OBJ_7F4	unknown	undefined ISO9660_OBJ_7F4(void)
F	800199d0	ISO9660_OBJ_810	unknown	undefined ISO9660_OBJ_810(void)
F	80019ab4	ISO9660_OBJ_8F4	unknown	undefined ISO9660_OBJ_8F4(void)
F	80019ae0	cd_read	unknown	undefined cd_read(void)
F	80019b4c	memcpy	__stdcall	void * memcpy(void)
F	80019b80	cb_read	unknown	undefined cb_read(void)
F	80019c88	CDREAD_OBJ_108	unknown	undefined CDREAD_OBJ_108(void)
F	80019d94	cd_read_retry	unknown	undefined cd_read_retry(void)
F	80019f40	CDREAD_OBJ_3C0	unknown	undefined CDREAD_OBJ_3C0(void)
F	80019f60	CdReadBreak	unknown	void CdReadBreak(void)
F	80019fb0	CdRead	__stdcall	int CdRead(int sectors, u_long * buf, int mode)
F	80019fec	CDREAD_OBJ_46C	unknown	undefined CDREAD_OBJ_46C(void)
F	8001a090	CdReadSync	__stdcall	int CdReadSync(int mode, u_char * result)
F	8001a120	CDREAD_OBJ_5A0	unknown	undefined CDREAD_OBJ_5A0(void)
F	8001a15c	CdReadCallback	__stdcall	CdlCB CdReadCallback(CdlCB func)
F	8001a174	CdRead2	__stdcall	int CdRead2(long mode)
F	8001a1c4	CDREAD2_OBJ_50	unknown	undefined CDREAD2_OBJ_50(void)
F	8001a208	StCdInterrupt2	unknown	undefined StCdInterrupt2(void)
F	8001a228	StClearRing	unknown	void StClearRing(void)
F	8001a2e0	data_ready_callback	unknown	undefined data_ready_callback(void)
F	8001a370	StGetBackloc	__stdcall	int StGetBackloc(CdlLOC * loc)
F	8001a3bc	C_004_OBJ_DC	unknown	undefined C_004_OBJ_DC(void)
F	8001a3d0	StSetStream	__stdcall	void StSetStream(u_long mode, u_long start_frame, u_long end_frame, func1 * func1, func2 * func2)
F	8001a458	StFreeRing	__stdcall	u_long StFreeRing(u_long * base)
F	8001a504	C_007_OBJ_AC	unknown	undefined C_007_OBJ_AC(void)
F	8001a510	init_ring_status	unknown	undefined init_ring_status(void)
F	8001a54c	StGetNext	__stdcall	u_long StGetNext(u_long * * addr, u_long * * header)
F	8001a630	StCdInterrupt	unknown	void StCdInterrupt(void)
F	8001a8a0	C_011_OBJ_270	unknown	undefined C_011_OBJ_270(void)
F	8001aa00	C_011_OBJ_3D0	unknown	undefined C_011_OBJ_3D0(void)
F	8001adec	C_011_OBJ_7BC	unknown	undefined C_011_OBJ_7BC(void)
F	8001ae8c	C_011_OBJ_85C	unknown	undefined C_011_OBJ_85C(void)
F	8001af30	C_011_OBJ_900	unknown	undefined C_011_OBJ_900(void)
F	8001af90	C_011_OBJ_960	unknown	undefined C_011_OBJ_960(void)
F	8001afa0	mem2mem	unknown	undefined mem2mem(void)
F	8001afd4	dma_execute	unknown	undefined dma_execute(void)
F	8001b060	C_011_OBJ_A30	unknown	undefined C_011_OBJ_A30(void)
F	8001b0c0	C_011_OBJ_A90	unknown	undefined C_011_OBJ_A90(void)
F	8001b190	SpuRGetAllKeysStatus	__stdcall	long SpuRGetAllKeysStatus(long min_, long max_, char * status)
F	8001b244	SR_GAKS_OBJ_B4	unknown	undefined SR_GAKS_OBJ_B4(void)
F	8001b258	SR_GAKS_OBJ_C8	unknown	undefined SR_GAKS_OBJ_C8(void)
F	8001b260	SpuGetAllKeysStatus	__stdcall	void SpuGetAllKeysStatus(char * status)
F	8001b2d0	SR_GAKS_OBJ_140	unknown	undefined SR_GAKS_OBJ_140(void)
F	8001b2e8	_spu_init	unknown	undefined _spu_init(void)
F	8001b3c4	SPU_OBJ_DC	unknown	undefined SPU_OBJ_DC(void)
F	8001b57c	_spu_writeByIO	unknown	undefined _spu_writeByIO(void)
F	8001b694	SPU_OBJ_3AC	unknown	undefined SPU_OBJ_3AC(void)
F	8001b728	SPU_OBJ_440	unknown	undefined SPU_OBJ_440(void)
F	8001b748	_spu_FiDMA	unknown	undefined _spu_FiDMA(void)
F	8001b808	SPU_OBJ_520	unknown	undefined SPU_OBJ_520(void)
F	8001b818	_spu_r_	unknown	undefined _spu_r_(void)
F	8001b8d4	_spu_t	unknown	undefined _spu_t(void)
F	8001bac8	SPU_OBJ_7E0	unknown	undefined SPU_OBJ_7E0(void)
F	8001bb50	SPU_OBJ_868	unknown	undefined SPU_OBJ_868(void)
F	8001bb64	_spu_write	unknown	undefined _spu_write(void)
F	8001bbd4	SPU_OBJ_8EC	unknown	undefined SPU_OBJ_8EC(void)
F	8001bbec	_spu_read	unknown	undefined _spu_read(void)
F	8001bc54	_spu_FsetRXX	unknown	undefined _spu_FsetRXX(void)
